id,REG_YYMM,CARD_SIDO_NM,STD_CLSS_NM,AMT
564,202004,전북,중식 음식점업,2063085280.0
565,202004,전북,차량용 가스 충전업,1110303691.0
566,202004,전북,차량용 주유소 운영업,23798714513.0
567,202004,전북,체인화 편의점,8765784416.0
568,202004,전북,택시 운송업,1074300.0
569,202004,전북,피자 햄버거 샌드위치 및 유사 음식점업,1804877659.0
570,202004,전북,한식 음식점업,24667125030.0
571,202004,전북,호텔업,1021700.0
572,202004,전북,화장품 및 방향제 소매업,878548953.0
573,202004,전북,휴양콘도 운영업,23579042.0
574,202004,제주,건강보조식품 소매업,87493979.0
575,202004,제주,골프장 운영업,1506890335.0
576,202004,제주,과실 및 채소 소매업,714260495.0
577,202004,제주,관광 민예품 및 선물용품 소매업,60299000.0
578,202004,제주,그외 기타 분류안된 오락관련 서비스업,210300.0
579,202004,제주,그외 기타 스포츠시설 운영업,0.0
580,202004,제주,그외 기타 종합 소매업,2589314730.0
581,202004,제주,기타 대형 종합 소매업,4357437110.0
582,202004,제주,기타 수상오락 서비스업,2166000.0
583,202004,제주,기타 외국식 음식점업,428668796.0
584,202004,제주,기타 주점업,903659615.0
585,202004,제주,기타음식료품위주종합소매업,3847643775.0
586,202004,제주,내항 여객 운송업,74091700.0
587,202004,제주,마사지업,1450000.0
588,202004,제주,면세점,3411668375.0
589,202004,제주,버스 운송업,0.0
590,202004,제주,비알콜 음료점업,817857801.0
591,202004,제주,빵 및 과자류 소매업,1078891244.0
592,202004,제주,서양식 음식점업,1831675095.0
593,202004,제주,수산물 소매업,572603677.0
594,202004,제주,슈퍼마켓,10606898097.0
595,202004,제주,스포츠 및 레크레이션 용품 임대업,2127300958.0
596,202004,제주,여관업,294412340.0
597,202004,제주,여행사업,3145380.0
598,202004,제주,욕탕업,173163038.0
599,202004,제주,육류 소매업,989695937.0
600,202004,제주,일반유흥 주점업,1646347585.0
601,202004,제주,일식 음식점업,1025126167.0
602,202004,제주,자동차 임대업,234248890.0
603,202004,제주,전시 및 행사 대행업,84385005.0
604,202004,제주,정기 항공 운송업,390046134.0
605,202004,제주,중식 음식점업,900175477.0
606,202004,제주,차량용 가스 충전업,525076268.0
607,202004,제주,차량용 주유소 운영업,7433708818.0
608,202004,제주,체인화 편의점,6245917381.0
609,202004,제주,택시 운송업,536220.0
610,202004,제주,피자 햄버거 샌드위치 및 유사 음식점업,986213544.0
611,202004,제주,한식 음식점업,16409046283.0
612,202004,제주,호텔업,462436995.0
613,202004,제주,화장품 및 방향제 소매업,497602888.0
614,202004,제주,휴양콘도 운영업,70527298.0
615,202004,충남,건강보조식품 소매업,715323765.0
616,202004,충남,골프장 운영업,1828685105.0
617,202004,충남,과실 및 채소 소매업,1686501920.0
618,202004,충남,관광 민예품 및 선물용품 소매업,27716340.0
619,202004,충남,그외 기타 분류안된 오락관련 서비스업,125000.0
620,202004,충남,그외 기타 스포츠시설 운영업,663500.0
621,202004,충남,그외 기타 종합 소매업,2162388707.0
622,202004,충남,기타 대형 종합 소매업,9617357299.0
623,202004,충남,기타 수상오락 서비스업,8844400.0
624,202004,충남,기타 외국식 음식점업,1324381432.0
625,202004,충남,기타 주점업,116505500.0
626,202004,충남,기타음식료품위주종합소매업,8482988937.0
627,202004,충남,내항 여객 운송업,0.0
628,202004,충남,마사지업,20429000.0
629,202004,충남,면세점,0.0
630,202004,충남,버스 운송업,505800.0
631,202004,충남,비알콜 음료점업,1460215916.0
632,202004,충남,빵 및 과자류 소매업,2087052862.0
633,202004,충남,서양식 음식점업,2423706111.0
634,202004,충남,수산물 소매업,1713270394.0
635,202004,충남,슈퍼마켓,15676479437.0
636,202004,충남,스포츠 및 레크레이션 용품 임대업,3189230705.0
637,202004,충남,여관업,379536165.0
638,202004,충남,여행사업,4745600.0
639,202004,충남,욕탕업,175697400.0
640,202004,충남,육류 소매업,3104506858.0
641,202004,충남,일반유흥 주점업,660805020.0
642,202004,충남,일식 음식점업,1298424173.0
643,202004,충남,자동차 임대업,0.0
644,202004,충남,전시 및 행사 대행업,16295200.0
645,202004,충남,정기 항공 운송업,0.0
646,202004,충남,중식 음식점업,2170572097.0
647,202004,충남,차량용 가스 충전업,802097058.0
648,202004,충남,차량용 주유소 운영업,26900536005.0
649,202004,충남,체인화 편의점,13530242326.0
650,202004,충남,택시 운송업,0.0
651,202004,충남,피자 햄버거 샌드위치 및 유사 음식점업,2074533637.0
652,202004,충남,한식 음식점업,26735017402.0
653,202004,충남,호텔업,10974256.0
654,202004,충남,화장품 및 방향제 소매업,1082119443.0
655,202004,충남,휴양콘도 운영업,50764330.0
656,202004,충북,건강보조식품 소매업,121810700.0
657,202004,충북,골프장 운영업,3706447370.0
658,202004,충북,과실 및 채소 소매업,841902124.0
659,202004,충북,관광 민예품 및 선물용품 소매업,24908790.0
660,202004,충북,그외 기타 분류안된 오락관련 서비스업,0.0
661,202004,충북,그외 기타 스포츠시설 운영업,1344000.0
662,202004,충북,그외 기타 종합 소매업,1918850860.0
663,202004,충북,기타 대형 종합 소매업,7153198260.0
664,202004,충북,기타 수상오락 서비스업,961000.0
665,202004,충북,기타 외국식 음식점업,1013263334.0
666,202004,충북,기타 주점업,142866000.0
667,202004,충북,기타음식료품위주종합소매업,3613105890.0
668,202004,충북,내항 여객 운송업,45000.0
669,202004,충북,마사지업,7556230.0
670,202004,충북,면세점,0.0
671,202004,충북,버스 운송업,0.0
672,202004,충북,비알콜 음료점업,927811197.0
673,202004,충북,빵 및 과자류 소매업,1379602199.0
674,202004,충북,서양식 음식점업,1537587236.0
675,202004,충북,수산물 소매업,262726878.0
676,202004,충북,슈퍼마켓,13810887399.0
677,202004,충북,스포츠 및 레크레이션 용품 임대업,2194100835.0
678,202004,충북,여관업,192804100.0
679,202004,충북,여행사업,0.0
680,202004,충북,욕탕업,124639165.0
681,202004,충북,육류 소매업,2613967691.0
682,202004,충북,일반유흥 주점업,403681685.0
683,202004,충북,일식 음식점업,746615936.0
684,202004,충북,자동차 임대업,305050.0
685,202004,충북,전시 및 행사 대행업,8980200.0
686,202004,충북,정기 항공 운송업,0.0
687,202004,충북,중식 음식점업,1389353970.0
688,202004,충북,차량용 가스 충전업,551006440.0
689,202004,충북,차량용 주유소 운영업,19010913488.0
690,202004,충북,체인화 편의점,8503265571.0
691,202004,충북,택시 운송업,1379350.0
692,202004,충북,피자 햄버거 샌드위치 및 유사 음식점업,1373635928.0
693,202004,충북,한식 음식점업,18911036160.0
694,202004,충북,호텔업,14121500.0
695,202004,충북,화장품 및 방향제 소매업,450507431.0
696,202004,충북,휴양콘도 운영업,9328420.0
697,202007,강원,건강보조식품 소매업,0.0
698,202007,강원,골프장 운영업,0.0
699,202007,강원,과실 및 채소 소매업,0.0
700,202007,강원,관광 민예품 및 선물용품 소매업,0.0
701,202007,강원,그외 기타 분류안된 오락관련 서비스업,0.0
702,202007,강원,그외 기타 스포츠시설 운영업,0.0
703,202007,강원,그외 기타 종합 소매업,0.0
704,202007,강원,기타 대형 종합 소매업,0.0
705,202007,강원,기타 수상오락 서비스업,0.0
706,202007,강원,기타 외국식 음식점업,0.0
707,202007,강원,기타 주점업,0.0
708,202007,강원,기타음식료품위주종합소매업,0.0
709,202007,강원,내항 여객 운송업,0.0
710,202007,강원,마사지업,0.0
711,202007,강원,면세점,0.0
712,202007,강원,버스 운송업,0.0
713,202007,강원,비알콜 음료점업,0.0
714,202007,강원,빵 및 과자류 소매업,0.0
715,202007,강원,서양식 음식점업,0.0
716,202007,강원,수산물 소매업,0.0
717,202007,강원,슈퍼마켓,0.0
718,202007,강원,스포츠 및 레크레이션 용품 임대업,0.0
719,202007,강원,여관업,0.0
720,202007,강원,여행사업,0.0
721,202007,강원,욕탕업,0.0
722,202007,강원,육류 소매업,0.0
723,202007,강원,일반유흥 주점업,0.0
724,202007,강원,일식 음식점업,0.0
725,202007,강원,자동차 임대업,0.0
726,202007,강원,전시 및 행사 대행업,0.0
727,202007,강원,정기 항공 운송업,0.0
728,202007,강원,중식 음식점업,0.0
729,202007,강원,차량용 가스 충전업,0.0
730,202007,강원,차량용 주유소 운영업,0.0
731,202007,강원,체인화 편의점,0.0
732,202007,강원,택시 운송업,0.0
733,202007,강원,피자 햄버거 샌드위치 및 유사 음식점업,0.0
734,202007,강원,한식 음식점업,0.0
735,202007,강원,호텔업,0.0
736,202007,강원,화장품 및 방향제 소매업,0.0
737,202007,강원,휴양콘도 운영업,0.0
738,202007,경기,건강보조식품 소매업,0.0
739,202007,경기,골프장 운영업,0.0
740,202007,경기,과실 및 채소 소매업,0.0
741,202007,경기,관광 민예품 및 선물용품 소매업,0.0
742,202007,경기,그외 기타 분류안된 오락관련 서비스업,0.0
743,202007,경기,그외 기타 스포츠시설 운영업,0.0
744,202007,경기,그외 기타 종합 소매업,0.0
745,202007,경기,기타 대형 종합 소매업,0.0
746,202007,경기,기타 수상오락 서비스업,0.0
747,202007,경기,기타 외국식 음식점업,0.0
748,202007,경기,기타 주점업,0.0
749,202007,경기,기타음식료품위주종합소매업,0.0
750,202007,경기,내항 여객 운송업,0.0
751,202007,경기,마사지업,0.0
752,202007,경기,면세점,0.0
753,202007,경기,버스 운송업,0.0
754,202007,경기,비알콜 음료점업,0.0
755,202007,경기,빵 및 과자류 소매업,0.0
756,202007,경기,서양식 음식점업,0.0
757,202007,경기,수산물 소매업,0.0
758,202007,경기,슈퍼마켓,0.0
759,202007,경기,스포츠 및 레크레이션 용품 임대업,0.0
760,202007,경기,여관업,0.0
761,202007,경기,여행사업,0.0
762,202007,경기,욕탕업,0.0
763,202007,경기,육류 소매업,0.0
764,202007,경기,일반유흥 주점업,0.0
765,202007,경기,일식 음식점업,0.0
766,202007,경기,자동차 임대업,0.0
767,202007,경기,전시 및 행사 대행업,0.0
768,202007,경기,정기 항공 운송업,0.0
769,202007,경기,중식 음식점업,0.0
770,202007,경기,차량용 가스 충전업,0.0
771,202007,경기,차량용 주유소 운영업,0.0
772,202007,경기,체인화 편의점,0.0
773,202007,경기,택시 운송업,0.0
774,202007,경기,피자 햄버거 샌드위치 및 유사 음식점업,0.0
775,202007,경기,한식 음식점업,0.0
776,202007,경기,호텔업,0.0
777,202007,경기,화장품 및 방향제 소매업,0.0
778,202007,경기,휴양콘도 운영업,0.0
779,202007,경남,건강보조식품 소매업,0.0
780,202007,경남,골프장 운영업,0.0
781,202007,경남,과실 및 채소 소매업,0.0
782,202007,경남,관광 민예품 및 선물용품 소매업,0.0
783,202007,경남,그외 기타 분류안된 오락관련 서비스업,0.0
784,202007,경남,그외 기타 스포츠시설 운영업,0.0
785,202007,경남,그외 기타 종합 소매업,0.0
786,202007,경남,기타 대형 종합 소매업,0.0
787,202007,경남,기타 수상오락 서비스업,0.0
788,202007,경남,기타 외국식 음식점업,0.0
789,202007,경남,기타 주점업,0.0
790,202007,경남,기타음식료품위주종합소매업,0.0
791,202007,경남,내항 여객 운송업,0.0
792,202007,경남,마사지업,0.0
793,202007,경남,면세점,0.0
794,202007,경남,버스 운송업,0.0
795,202007,경남,비알콜 음료점업,0.0
796,202007,경남,빵 및 과자류 소매업,0.0
797,202007,경남,서양식 음식점업,0.0
798,202007,경남,수산물 소매업,0.0
799,202007,경남,슈퍼마켓,0.0
800,202007,경남,스포츠 및 레크레이션 용품 임대업,0.0
801,202007,경남,여관업,0.0
802,202007,경남,여행사업,0.0
803,202007,경남,욕탕업,0.0
804,202007,경남,육류 소매업,0.0
805,202007,경남,일반유흥 주점업,0.0
806,202007,경남,일식 음식점업,0.0
807,202007,경남,자동차 임대업,0.0
808,202007,경남,전시 및 행사 대행업,0.0
809,202007,경남,정기 항공 운송업,0.0
810,202007,경남,중식 음식점업,0.0
811,202007,경남,차량용 가스 충전업,0.0
812,202007,경남,차량용 주유소 운영업,0.0
813,202007,경남,체인화 편의점,0.0
814,202007,경남,택시 운송업,0.0
815,202007,경남,피자 햄버거 샌드위치 및 유사 음식점업,0.0
816,202007,경남,한식 음식점업,0.0
817,202007,경남,호텔업,0.0
818,202007,경남,화장품 및 방향제 소매업,0.0
819,202007,경남,휴양콘도 운영업,0.0
820,202007,경북,건강보조식품 소매업,0.0
821,202007,경북,골프장 운영업,0.0
822,202007,경북,과실 및 채소 소매업,0.0
823,202007,경북,관광 민예품 및 선물용품 소매업,0.0
824,202007,경북,그외 기타 분류안된 오락관련 서비스업,0.0
825,202007,경북,그외 기타 스포츠시설 운영업,0.0
826,202007,경북,그외 기타 종합 소매업,0.0
827,202007,경북,기타 대형 종합 소매업,0.0
828,202007,경북,기타 수상오락 서비스업,0.0
829,202007,경북,기타 외국식 음식점업,0.0
830,202007,경북,기타 주점업,0.0
831,202007,경북,기타음식료품위주종합소매업,0.0
832,202007,경북,내항 여객 운송업,0.0
833,202007,경북,마사지업,0.0
834,202007,경북,면세점,0.0
835,202007,경북,버스 운송업,0.0
836,202007,경북,비알콜 음료점업,0.0
837,202007,경북,빵 및 과자류 소매업,0.0
838,202007,경북,서양식 음식점업,0.0
839,202007,경북,수산물 소매업,0.0
840,202007,경북,슈퍼마켓,0.0
841,202007,경북,스포츠 및 레크레이션 용품 임대업,0.0
842,202007,경북,여관업,0.0
843,202007,경북,여행사업,0.0
844,202007,경북,욕탕업,0.0
845,202007,경북,육류 소매업,0.0
846,202007,경북,일반유흥 주점업,0.0
847,202007,경북,일식 음식점업,0.0
848,202007,경북,자동차 임대업,0.0
849,202007,경북,전시 및 행사 대행업,0.0
850,202007,경북,정기 항공 운송업,0.0
851,202007,경북,중식 음식점업,0.0
852,202007,경북,차량용 가스 충전업,0.0
853,202007,경북,차량용 주유소 운영업,0.0
854,202007,경북,체인화 편의점,0.0
855,202007,경북,택시 운송업,0.0
856,202007,경북,피자 햄버거 샌드위치 및 유사 음식점업,0.0
857,202007,경북,한식 음식점업,0.0
858,202007,경북,호텔업,0.0
859,202007,경북,화장품 및 방향제 소매업,0.0
860,202007,경북,휴양콘도 운영업,0.0
861,202007,광주,건강보조식품 소매업,0.0
862,202007,광주,골프장 운영업,0.0
863,202007,광주,과실 및 채소 소매업,0.0
864,202007,광주,관광 민예품 및 선물용품 소매업,0.0
865,202007,광주,그외 기타 분류안된 오락관련 서비스업,0.0
866,202007,광주,그외 기타 스포츠시설 운영업,0.0
867,202007,광주,그외 기타 종합 소매업,0.0
868,202007,광주,기타 대형 종합 소매업,0.0
869,202007,광주,기타 수상오락 서비스업,0.0
870,202007,광주,기타 외국식 음식점업,0.0
871,202007,광주,기타 주점업,0.0
872,202007,광주,기타음식료품위주종합소매업,0.0
873,202007,광주,내항 여객 운송업,0.0
874,202007,광주,마사지업,0.0
875,202007,광주,면세점,0.0
876,202007,광주,버스 운송업,0.0
877,202007,광주,비알콜 음료점업,0.0
878,202007,광주,빵 및 과자류 소매업,0.0
879,202007,광주,서양식 음식점업,0.0
880,202007,광주,수산물 소매업,0.0
881,202007,광주,슈퍼마켓,0.0
882,202007,광주,스포츠 및 레크레이션 용품 임대업,0.0
883,202007,광주,여관업,0.0
884,202007,광주,여행사업,0.0
885,202007,광주,욕탕업,0.0
886,202007,광주,육류 소매업,0.0
887,202007,광주,일반유흥 주점업,0.0
888,202007,광주,일식 음식점업,0.0
889,202007,광주,자동차 임대업,0.0
890,202007,광주,전시 및 행사 대행업,0.0
891,202007,광주,정기 항공 운송업,0.0
892,202007,광주,중식 음식점업,0.0
893,202007,광주,차량용 가스 충전업,0.0
894,202007,광주,차량용 주유소 운영업,0.0
895,202007,광주,체인화 편의점,0.0
896,202007,광주,택시 운송업,0.0
897,202007,광주,피자 햄버거 샌드위치 및 유사 음식점업,0.0
898,202007,광주,한식 음식점업,0.0
899,202007,광주,호텔업,0.0
900,202007,광주,화장품 및 방향제 소매업,0.0
901,202007,광주,휴양콘도 운영업,0.0
902,202007,대구,건강보조식품 소매업,0.0
903,202007,대구,골프장 운영업,0.0
904,202007,대구,과실 및 채소 소매업,0.0
905,202007,대구,관광 민예품 및 선물용품 소매업,0.0
906,202007,대구,그외 기타 분류안된 오락관련 서비스업,0.0
907,202007,대구,그외 기타 스포츠시설 운영업,0.0
908,202007,대구,그외 기타 종합 소매업,0.0
909,202007,대구,기타 대형 종합 소매업,0.0
910,202007,대구,기타 수상오락 서비스업,0.0
911,202007,대구,기타 외국식 음식점업,0.0
912,202007,대구,기타 주점업,0.0
913,202007,대구,기타음식료품위주종합소매업,0.0
914,202007,대구,내항 여객 운송업,0.0
915,202007,대구,마사지업,0.0
916,202007,대구,면세점,0.0
917,202007,대구,버스 운송업,0.0
918,202007,대구,비알콜 음료점업,0.0
919,202007,대구,빵 및 과자류 소매업,0.0
920,202007,대구,서양식 음식점업,0.0
921,202007,대구,수산물 소매업,0.0
922,202007,대구,슈퍼마켓,0.0
923,202007,대구,스포츠 및 레크레이션 용품 임대업,0.0
924,202007,대구,여관업,0.0
925,202007,대구,여행사업,0.0
926,202007,대구,욕탕업,0.0
927,202007,대구,육류 소매업,0.0
928,202007,대구,일반유흥 주점업,0.0
929,202007,대구,일식 음식점업,0.0
930,202007,대구,자동차 임대업,0.0
931,202007,대구,전시 및 행사 대행업,0.0
932,202007,대구,정기 항공 운송업,0.0
933,202007,대구,중식 음식점업,0.0
934,202007,대구,차량용 가스 충전업,0.0
935,202007,대구,차량용 주유소 운영업,0.0
936,202007,대구,체인화 편의점,0.0
937,202007,대구,택시 운송업,0.0
938,202007,대구,피자 햄버거 샌드위치 및 유사 음식점업,0.0
939,202007,대구,한식 음식점업,0.0
940,202007,대구,호텔업,0.0
941,202007,대구,화장품 및 방향제 소매업,0.0
942,202007,대구,휴양콘도 운영업,0.0
943,202007,대전,건강보조식품 소매업,0.0
944,202007,대전,골프장 운영업,0.0
945,202007,대전,과실 및 채소 소매업,0.0
946,202007,대전,관광 민예품 및 선물용품 소매업,0.0
947,202007,대전,그외 기타 분류안된 오락관련 서비스업,0.0
948,202007,대전,그외 기타 스포츠시설 운영업,0.0
949,202007,대전,그외 기타 종합 소매업,0.0
950,202007,대전,기타 대형 종합 소매업,0.0
951,202007,대전,기타 수상오락 서비스업,0.0
952,202007,대전,기타 외국식 음식점업,0.0
953,202007,대전,기타 주점업,0.0
954,202007,대전,기타음식료품위주종합소매업,0.0
955,202007,대전,내항 여객 운송업,0.0
956,202007,대전,마사지업,0.0
957,202007,대전,면세점,0.0
958,202007,대전,버스 운송업,0.0
959,202007,대전,비알콜 음료점업,0.0
960,202007,대전,빵 및 과자류 소매업,0.0
961,202007,대전,서양식 음식점업,0.0
962,202007,대전,수산물 소매업,0.0
963,202007,대전,슈퍼마켓,0.0
964,202007,대전,스포츠 및 레크레이션 용품 임대업,0.0
965,202007,대전,여관업,0.0
966,202007,대전,여행사업,0.0
967,202007,대전,욕탕업,0.0
968,202007,대전,육류 소매업,0.0
969,202007,대전,일반유흥 주점업,0.0
970,202007,대전,일식 음식점업,0.0
971,202007,대전,자동차 임대업,0.0
972,202007,대전,전시 및 행사 대행업,0.0
973,202007,대전,정기 항공 운송업,0.0
974,202007,대전,중식 음식점업,0.0
975,202007,대전,차량용 가스 충전업,0.0
976,202007,대전,차량용 주유소 운영업,0.0
977,202007,대전,체인화 편의점,0.0
978,202007,대전,택시 운송업,0.0
979,202007,대전,피자 햄버거 샌드위치 및 유사 음식점업,0.0
980,202007,대전,한식 음식점업,0.0
981,202007,대전,호텔업,0.0
982,202007,대전,화장품 및 방향제 소매업,0.0
983,202007,대전,휴양콘도 운영업,0.0
984,202007,부산,건강보조식품 소매업,0.0
985,202007,부산,골프장 운영업,0.0
986,202007,부산,과실 및 채소 소매업,0.0
987,202007,부산,관광 민예품 및 선물용품 소매업,0.0
988,202007,부산,그외 기타 분류안된 오락관련 서비스업,0.0
989,202007,부산,그외 기타 스포츠시설 운영업,0.0
990,202007,부산,그외 기타 종합 소매업,0.0
991,202007,부산,기타 대형 종합 소매업,0.0
992,202007,부산,기타 수상오락 서비스업,0.0
993,202007,부산,기타 외국식 음식점업,0.0
994,202007,부산,기타 주점업,0.0
995,202007,부산,기타음식료품위주종합소매업,0.0
996,202007,부산,내항 여객 운송업,0.0
997,202007,부산,마사지업,0.0
998,202007,부산,면세점,0.0
999,202007,부산,버스 운송업,0.0
1000,202007,부산,비알콜 음료점업,0.0
1001,202007,부산,빵 및 과자류 소매업,0.0
1002,202007,부산,서양식 음식점업,0.0
1003,202007,부산,수산물 소매업,0.0
1004,202007,부산,슈퍼마켓,0.0
1005,202007,부산,스포츠 및 레크레이션 용품 임대업,0.0
1006,202007,부산,여관업,0.0
1007,202007,부산,여행사업,0.0
1008,202007,부산,욕탕업,0.0
1009,202007,부산,육류 소매업,0.0
1010,202007,부산,일반유흥 주점업,0.0
1011,202007,부산,일식 음식점업,0.0
1012,202007,부산,자동차 임대업,0.0
1013,202007,부산,전시 및 행사 대행업,0.0
1014,202007,부산,정기 항공 운송업,0.0
1015,202007,부산,중식 음식점업,0.0
1016,202007,부산,차량용 가스 충전업,0.0
1017,202007,부산,차량용 주유소 운영업,0.0
1018,202007,부산,체인화 편의점,0.0
1019,202007,부산,택시 운송업,0.0
1020,202007,부산,피자 햄버거 샌드위치 및 유사 음식점업,0.0
1021,202007,부산,한식 음식점업,0.0
1022,202007,부산,호텔업,0.0
1023,202007,부산,화장품 및 방향제 소매업,0.0
1024,202007,부산,휴양콘도 운영업,0.0
1025,202007,서울,건강보조식품 소매업,0.0
1026,202007,서울,골프장 운영업,0.0
1027,202007,서울,과실 및 채소 소매업,0.0
1028,202007,서울,관광 민예품 및 선물용품 소매업,0.0
1029,202007,서울,그외 기타 분류안된 오락관련 서비스업,0.0
1030,202007,서울,그외 기타 스포츠시설 운영업,0.0
1031,202007,서울,그외 기타 종합 소매업,0.0
1032,202007,서울,기타 대형 종합 소매업,0.0
1033,202007,서울,기타 수상오락 서비스업,0.0
1034,202007,서울,기타 외국식 음식점업,0.0
1035,202007,서울,기타 주점업,0.0
1036,202007,서울,기타음식료품위주종합소매업,0.0
1037,202007,서울,내항 여객 운송업,0.0
1038,202007,서울,마사지업,0.0
1039,202007,서울,면세점,0.0
1040,202007,서울,버스 운송업,0.0
1041,202007,서울,비알콜 음료점업,0.0
1042,202007,서울,빵 및 과자류 소매업,0.0
1043,202007,서울,서양식 음식점업,0.0
1044,202007,서울,수산물 소매업,0.0
1045,202007,서울,슈퍼마켓,0.0
1046,202007,서울,스포츠 및 레크레이션 용품 임대업,0.0
1047,202007,서울,여관업,0.0
1048,202007,서울,여행사업,0.0
1049,202007,서울,욕탕업,0.0
1050,202007,서울,육류 소매업,0.0
1051,202007,서울,일반유흥 주점업,0.0
1052,202007,서울,일식 음식점업,0.0
1053,202007,서울,자동차 임대업,0.0
1054,202007,서울,전시 및 행사 대행업,0.0
1055,202007,서울,정기 항공 운송업,0.0
1056,202007,서울,중식 음식점업,0.0
1057,202007,서울,차량용 가스 충전업,0.0
1058,202007,서울,차량용 주유소 운영업,0.0
1059,202007,서울,체인화 편의점,0.0
1060,202007,서울,택시 운송업,0.0
1061,202007,서울,피자 햄버거 샌드위치 및 유사 음식점업,0.0
1062,202007,서울,한식 음식점업,0.0
1063,202007,서울,호텔업,0.0
1064,202007,서울,화장품 및 방향제 소매업,0.0
1065,202007,서울,휴양콘도 운영업,0.0
1066,202007,세종,건강보조식품 소매업,0.0
1067,202007,세종,골프장 운영업,0.0
1068,202007,세종,과실 및 채소 소매업,0.0
1069,202007,세종,관광 민예품 및 선물용품 소매업,0.0
1070,202007,세종,그외 기타 분류안된 오락관련 서비스업,0.0
1071,202007,세종,그외 기타 스포츠시설 운영업,0.0
1072,202007,세종,그외 기타 종합 소매업,0.0
1073,202007,세종,기타 대형 종합 소매업,0.0
1074,202007,세종,기타 수상오락 서비스업,0.0
1075,202007,세종,기타 외국식 음식점업,0.0
1076,202007,세종,기타 주점업,0.0
1077,202007,세종,기타음식료품위주종합소매업,0.0
1078,202007,세종,내항 여객 운송업,0.0
1079,202007,세종,마사지업,0.0
1080,202007,세종,면세점,0.0
1081,202007,세종,버스 운송업,0.0
1082,202007,세종,비알콜 음료점업,0.0
1083,202007,세종,빵 및 과자류 소매업,0.0
1084,202007,세종,서양식 음식점업,0.0
1085,202007,세종,수산물 소매업,0.0
1086,202007,세종,슈퍼마켓,0.0
1087,202007,세종,스포츠 및 레크레이션 용품 임대업,0.0
1088,202007,세종,여관업,0.0
1089,202007,세종,여행사업,0.0
1090,202007,세종,욕탕업,0.0
1091,202007,세종,육류 소매업,0.0
1092,202007,세종,일반유흥 주점업,0.0
1093,202007,세종,일식 음식점업,0.0
1094,202007,세종,자동차 임대업,0.0
1095,202007,세종,전시 및 행사 대행업,0.0
1096,202007,세종,정기 항공 운송업,0.0
1097,202007,세종,중식 음식점업,0.0
1098,202007,세종,차량용 가스 충전업,0.0
1099,202007,세종,차량용 주유소 운영업,0.0
1100,202007,세종,체인화 편의점,0.0
1101,202007,세종,택시 운송업,0.0
1102,202007,세종,피자 햄버거 샌드위치 및 유사 음식점업,0.0
1103,202007,세종,한식 음식점업,0.0
1104,202007,세종,호텔업,0.0
1105,202007,세종,화장품 및 방향제 소매업,0.0
1106,202007,세종,휴양콘도 운영업,0.0
1107,202007,울산,건강보조식품 소매업,0.0
1108,202007,울산,골프장 운영업,0.0
1109,202007,울산,과실 및 채소 소매업,0.0
1110,202007,울산,관광 민예품 및 선물용품 소매업,0.0
1111,202007,울산,그외 기타 분류안된 오락관련 서비스업,0.0
1112,202007,울산,그외 기타 스포츠시설 운영업,0.0
1113,202007,울산,그외 기타 종합 소매업,0.0
1114,202007,울산,기타 대형 종합 소매업,0.0
1115,202007,울산,기타 수상오락 서비스업,0.0
1116,202007,울산,기타 외국식 음식점업,0.0
1117,202007,울산,기타 주점업,0.0
1118,202007,울산,기타음식료품위주종합소매업,0.0
1119,202007,울산,내항 여객 운송업,0.0
1120,202007,울산,마사지업,0.0
1121,202007,울산,면세점,0.0
1122,202007,울산,버스 운송업,0.0
1123,202007,울산,비알콜 음료점업,0.0
1124,202007,울산,빵 및 과자류 소매업,0.0
1125,202007,울산,서양식 음식점업,0.0
1126,202007,울산,수산물 소매업,0.0
1127,202007,울산,슈퍼마켓,0.0
1128,202007,울산,스포츠 및 레크레이션 용품 임대업,0.0
1129,202007,울산,여관업,0.0
1130,202007,울산,여행사업,0.0
1131,202007,울산,욕탕업,0.0
1132,202007,울산,육류 소매업,0.0
1133,202007,울산,일반유흥 주점업,0.0
1134,202007,울산,일식 음식점업,0.0
1135,202007,울산,자동차 임대업,0.0
1136,202007,울산,전시 및 행사 대행업,0.0
1137,202007,울산,정기 항공 운송업,0.0
1138,202007,울산,중식 음식점업,0.0
1139,202007,울산,차량용 가스 충전업,0.0
1140,202007,울산,차량용 주유소 운영업,0.0
1141,202007,울산,체인화 편의점,0.0
1142,202007,울산,택시 운송업,0.0
1143,202007,울산,피자 햄버거 샌드위치 및 유사 음식점업,0.0
1144,202007,울산,한식 음식점업,0.0
1145,202007,울산,호텔업,0.0
1146,202007,울산,화장품 및 방향제 소매업,0.0
1147,202007,울산,휴양콘도 운영업,0.0
1148,202007,인천,건강보조식품 소매업,0.0
1149,202007,인천,골프장 운영업,0.0
1150,202007,인천,과실 및 채소 소매업,0.0
1151,202007,인천,관광 민예품 및 선물용품 소매업,0.0
1152,202007,인천,그외 기타 분류안된 오락관련 서비스업,0.0
1153,202007,인천,그외 기타 스포츠시설 운영업,0.0
1154,202007,인천,그외 기타 종합 소매업,0.0
1155,202007,인천,기타 대형 종합 소매업,0.0
1156,202007,인천,기타 수상오락 서비스업,0.0
1157,202007,인천,기타 외국식 음식점업,0.0
1158,202007,인천,기타 주점업,0.0
1159,202007,인천,기타음식료품위주종합소매업,0.0
1160,202007,인천,내항 여객 운송업,0.0
1161,202007,인천,마사지업,0.0
