,CARD_SIDO_NM,CARD_CCG_NM,STD_CLSS_NM,REG_YYMM,LP
9401,경기,용인시 처인구,일반유흥 주점업,201902,0.7750405267738365
9402,경기,용인시 처인구,일식 음식점업,201902,0.5986416823072369
9403,경기,용인시 처인구,전시 및 행사 대행업,201902,6.244654009464601
9404,경기,용인시 처인구,중식 음식점업,201902,1.6975302561631114
9405,경기,용인시 처인구,차량용 가스 충전업,201902,0.504732707967421
9406,경기,용인시 처인구,차량용 주유소 운영업,201902,18.631613920798458
9407,경기,용인시 처인구,체인화 편의점,201902,9.71668328742812
9408,경기,용인시 처인구,택시 운송업,201902,0.0
9409,경기,용인시 처인구,피자 햄버거 샌드위치 및 유사 음식점업,201902,1.758544402396283
9410,경기,용인시 처인구,한식 음식점업,201902,22.12091277326993
9411,경기,용인시 처인구,화장품 및 방향제 소매업,201902,0.6402072879711005
9412,경기,의왕시,건강보조식품 소매업,201902,0.12015376507338614
9413,경기,의왕시,과실 및 채소 소매업,201902,0.6920416754505447
9414,경기,의왕시,관광 민예품 및 선물용품 소매업,201902,0.0
9415,경기,의왕시,그외 기타 종합 소매업,201902,0.00807646907747316
9416,경기,의왕시,기타 대형 종합 소매업,201902,19.001703710691505
9417,경기,의왕시,기타 외국식 음식점업,201902,1.03570332271516
9418,경기,의왕시,기타 주점업,201902,0.03334235650816836
9419,경기,의왕시,기타음식료품위주종합소매업,201902,1.4554244175562254
9420,경기,의왕시,마사지업,201902,0.03324813103559784
9421,경기,의왕시,비알콜 음료점업,201902,1.5794783095471232
9422,경기,의왕시,빵 및 과자류 소매업,201902,1.4336418573955172
9423,경기,의왕시,서양식 음식점업,201902,2.1740357917622055
9424,경기,의왕시,수산물 소매업,201902,0.06455117910170421
9425,경기,의왕시,슈퍼마켓,201902,10.661184262718725
9426,경기,의왕시,스포츠 및 레크레이션 용품 임대업,201902,0.22082358692864013
9427,경기,의왕시,여관업,201902,0.5285178906270903
9428,경기,의왕시,여행사업,201902,0.0
9429,경기,의왕시,욕탕업,201902,0.21043778612628147
9430,경기,의왕시,육류 소매업,201902,3.2211407466387247
9431,경기,의왕시,일반유흥 주점업,201902,0.22546809507945903
9432,경기,의왕시,일식 음식점업,201902,0.4838908761513677
9433,경기,의왕시,전시 및 행사 대행업,201902,0.0038363228117997508
9434,경기,의왕시,중식 음식점업,201902,1.324298634633274
9435,경기,의왕시,차량용 가스 충전업,201902,0.5769292154537536
9436,경기,의왕시,차량용 주유소 운영업,201902,20.724652995744478
9437,경기,의왕시,체인화 편의점,201902,6.915794052821138
9438,경기,의왕시,피자 햄버거 샌드위치 및 유사 음식점업,201902,1.8228764351942084
9439,경기,의왕시,한식 음식점업,201902,25.034073276959678
9440,경기,의왕시,화장품 및 방향제 소매업,201902,0.4146748361967693
9441,경기,의정부시,건강보조식품 소매업,201902,0.14494431697230878
9442,경기,의정부시,과실 및 채소 소매업,201902,0.814951487065976
9443,경기,의정부시,관광 민예품 및 선물용품 소매업,201902,0.019134943475536435
9444,경기,의정부시,그외 기타 스포츠시설 운영업,201902,0.05460719779146773
9445,경기,의정부시,그외 기타 종합 소매업,201902,0.029793894746955554
9446,경기,의정부시,기타 대형 종합 소매업,201902,12.193078079212018
9447,경기,의정부시,기타 수상오락 서비스업,201902,0.008134188519690264
9448,경기,의정부시,기타 외국식 음식점업,201902,1.3981446407326787
9449,경기,의정부시,기타 주점업,201902,0.4818223532584347
9450,경기,의정부시,기타음식료품위주종합소매업,201902,0.5399149436925135
9451,경기,의정부시,마사지업,201902,0.06833582105371809
9452,경기,의정부시,비알콜 음료점업,201902,1.3166798000590152
9453,경기,의정부시,빵 및 과자류 소매업,201902,1.6168927988765383
9454,경기,의정부시,서양식 음식점업,201902,2.734470200343301
9455,경기,의정부시,수산물 소매업,201902,0.1623886838938006
9456,경기,의정부시,슈퍼마켓,201902,15.103844897646779
9457,경기,의정부시,스포츠 및 레크레이션 용품 임대업,201902,1.6810137374147303
9458,경기,의정부시,여관업,201902,0.7883436918387092
9459,경기,의정부시,욕탕업,201902,0.4920542471746543
9460,경기,의정부시,육류 소매업,201902,2.7166751306328294
9461,경기,의정부시,일반유흥 주점업,201902,1.2484811365061224
9462,경기,의정부시,일식 음식점업,201902,1.6844339294784423
9463,경기,의정부시,자동차 임대업,201902,0.0024645910181928586
9464,경기,의정부시,전시 및 행사 대행업,201902,0.45793521320429753
9465,경기,의정부시,중식 음식점업,201902,1.4365811190870823
9466,경기,의정부시,차량용 가스 충전업,201902,0.2821491537253135
9467,경기,의정부시,차량용 주유소 운영업,201902,10.443615382104495
9468,경기,의정부시,체인화 편의점,201902,9.981381216215905
9469,경기,의정부시,피자 햄버거 샌드위치 및 유사 음식점업,201902,2.500153488582708
9470,경기,의정부시,한식 음식점업,201902,28.35263292726891
9471,경기,의정부시,화장품 및 방향제 소매업,201902,1.2449467884068754
9472,경기,이천시,건강보조식품 소매업,201902,0.12397391764445821
9473,경기,이천시,골프장 운영업,201902,1.1756637712507063
9474,경기,이천시,과실 및 채소 소매업,201902,0.8993926870908711
9475,경기,이천시,관광 민예품 및 선물용품 소매업,201902,0.011299716454819492
9476,경기,이천시,그외 기타 스포츠시설 운영업,201902,0.011334350930359586
9477,경기,이천시,그외 기타 종합 소매업,201902,2.4138757173650194
9478,경기,이천시,기타 대형 종합 소매업,201902,11.06366362384838
9479,경기,이천시,기타 수상오락 서비스업,201902,0.00782501582211466
9480,경기,이천시,기타 외국식 음식점업,201902,1.0785989593360754
9481,경기,이천시,기타 주점업,201902,0.09803932227793659
9482,경기,이천시,기타음식료품위주종합소매업,201902,4.712709398231589
9483,경기,이천시,마사지업,201902,0.04408706164417861
9484,경기,이천시,비알콜 음료점업,201902,1.027160317645626
9485,경기,이천시,빵 및 과자류 소매업,201902,1.1401616145743865
9486,경기,이천시,서양식 음식점업,201902,1.6667539083473508
9487,경기,이천시,수산물 소매업,201902,0.06039589852891608
9488,경기,이천시,슈퍼마켓,201902,9.391972839836333
9489,경기,이천시,스포츠 및 레크레이션 용품 임대업,201902,1.4195201746773094
9490,경기,이천시,여관업,201902,0.26860973811563377
9491,경기,이천시,욕탕업,201902,0.08950573760063883
9492,경기,이천시,육류 소매업,201902,2.2612844578896505
9493,경기,이천시,일반유흥 주점업,201902,0.687773790925152
9494,경기,이천시,일식 음식점업,201902,0.5979010779248374
9495,경기,이천시,전시 및 행사 대행업,201902,0.025454464008853886
9496,경기,이천시,중식 음식점업,201902,1.2745231428834345
9497,경기,이천시,차량용 가스 충전업,201902,0.24242046057139505
9498,경기,이천시,차량용 주유소 운영업,201902,21.49071561657022
9499,경기,이천시,체인화 편의점,201902,9.089627165759296
9500,경기,이천시,택시 운송업,201902,0.13775531305422287
9501,경기,이천시,피자 햄버거 샌드위치 및 유사 음식점업,201902,1.9404174478670335
9502,경기,이천시,한식 음식점업,201902,24.0789740427665
9503,경기,이천시,호텔업,201902,0.29398167954738846
9504,경기,이천시,화장품 및 방향제 소매업,201902,0.6587783143915258
9505,경기,이천시,휴양콘도 운영업,201902,0.5158492546177825
9506,경기,파주시,건강보조식품 소매업,201902,0.11244983155901432
9507,경기,파주시,골프장 운영업,201902,0.9368468332577351
9508,경기,파주시,과실 및 채소 소매업,201902,0.6427665315744379
9509,경기,파주시,관광 민예품 및 선물용품 소매업,201902,0.019375166514941353
9510,경기,파주시,그외 기타 스포츠시설 운영업,201902,0.007295572177105508
9511,경기,파주시,그외 기타 종합 소매업,201902,0.6888190687750527
9512,경기,파주시,기타 대형 종합 소매업,201902,20.188765083929823
9513,경기,파주시,기타 수상오락 서비스업,201902,0.008785400819717126
9514,경기,파주시,기타 외국식 음식점업,201902,1.1555859885807098
9515,경기,파주시,기타 주점업,201902,0.1149086744790996
9516,경기,파주시,기타음식료품위주종합소매업,201902,1.7597328210946377
9517,경기,파주시,마사지업,201902,0.009271140318619007
9518,경기,파주시,비알콜 음료점업,201902,1.3417344010345174
9519,경기,파주시,빵 및 과자류 소매업,201902,1.9452321778885933
9520,경기,파주시,서양식 음식점업,201902,2.316619320024897
9521,경기,파주시,수산물 소매업,201902,0.13815250394294526
9522,경기,파주시,슈퍼마켓,201902,15.7806162393162
9523,경기,파주시,스포츠 및 레크레이션 용품 임대업,201902,0.5264532281467221
9524,경기,파주시,여관업,201902,0.28502049027765874
9525,경기,파주시,여행사업,201902,0.0
9526,경기,파주시,욕탕업,201902,0.5920793304732194
9527,경기,파주시,육류 소매업,201902,1.4853104841450804
9528,경기,파주시,일반유흥 주점업,201902,0.44161158596949335
9529,경기,파주시,일식 음식점업,201902,0.5642037189356177
9530,경기,파주시,전시 및 행사 대행업,201902,0.1476373923923457
9531,경기,파주시,중식 음식점업,201902,1.479081514003011
9532,경기,파주시,차량용 가스 충전업,201902,0.2953517712721715
9533,경기,파주시,차량용 주유소 운영업,201902,11.960772586147492
9534,경기,파주시,체인화 편의점,201902,9.309440491335922
9535,경기,파주시,피자 햄버거 샌드위치 및 유사 음식점업,201902,1.7872956444548398
9536,경기,파주시,한식 음식점업,201902,23.398516953645867
9537,경기,파주시,화장품 및 방향제 소매업,201902,0.560268053512509
9538,경기,평택시,건강보조식품 소매업,201902,0.25475115984218055
9539,경기,평택시,골프장 운영업,201902,0.08753918139175583
9540,경기,평택시,과실 및 채소 소매업,201902,0.8245312467526599
9541,경기,평택시,관광 민예품 및 선물용품 소매업,201902,0.01689801094652059
9542,경기,평택시,그외 기타 스포츠시설 운영업,201902,0.0
9543,경기,평택시,그외 기타 종합 소매업,201902,0.5394940392877096
9544,경기,평택시,기타 대형 종합 소매업,201902,13.011759429984512
9545,경기,평택시,기타 수상오락 서비스업,201902,0.00041254190121420915
9546,경기,평택시,기타 외국식 음식점업,201902,1.4198399480811066
9547,경기,평택시,기타 주점업,201902,0.15478719469950417
9548,경기,평택시,기타음식료품위주종합소매업,201902,2.826374276517643
9549,경기,평택시,내항 여객 운송업,201902,0.0
9550,경기,평택시,마사지업,201902,0.04199381881574068
9551,경기,평택시,비알콜 음료점업,201902,1.111368651525027
9552,경기,평택시,빵 및 과자류 소매업,201902,1.467755596671099
9553,경기,평택시,서양식 음식점업,201902,1.9397214536590341
9554,경기,평택시,수산물 소매업,201902,0.34077422322642337
9555,경기,평택시,슈퍼마켓,201902,13.836210160344967
9556,경기,평택시,스포츠 및 레크레이션 용품 임대업,201902,1.6840342185626314
9557,경기,평택시,여관업,201902,0.40168021809989424
9558,경기,평택시,욕탕업,201902,0.2791061072848329
9559,경기,평택시,육류 소매업,201902,2.162734886915901
9560,경기,평택시,일반유흥 주점업,201902,1.5899936567468866
9561,경기,평택시,일식 음식점업,201902,1.0517074782646472
9562,경기,평택시,자동차 임대업,201902,0.0007514156057830239
9563,경기,평택시,전시 및 행사 대행업,201902,0.021753334451025248
9564,경기,평택시,중식 음식점업,201902,2.177059997787119
9565,경기,평택시,차량용 가스 충전업,201902,0.35464118274252
9566,경기,평택시,차량용 주유소 운영업,201902,15.639228122822754
9567,경기,평택시,체인화 편의점,201902,11.651664436530467
9568,경기,평택시,택시 운송업,201902,0.008076745341971786
9569,경기,평택시,피자 햄버거 샌드위치 및 유사 음식점업,201902,2.025940960656451
9570,경기,평택시,한식 음식점업,201902,22.34330280922939
9571,경기,평택시,화장품 및 방향제 소매업,201902,0.7335978179341068
9572,경기,평택시,휴양콘도 운영업,201902,0.0005156773765177614
9573,경기,포천시,건강보조식품 소매업,201902,0.330503250039079
9574,경기,포천시,골프장 운영업,201902,1.2706463112732387
9575,경기,포천시,과실 및 채소 소매업,201902,0.40286108793683595
9576,경기,포천시,관광 민예품 및 선물용품 소매업,201902,0.09484770939864566
9577,경기,포천시,그외 기타 종합 소매업,201902,0.01529601312709353
9578,경기,포천시,기타 대형 종합 소매업,201902,7.81527630629826
9579,경기,포천시,기타 수상오락 서비스업,201902,0.0
9580,경기,포천시,기타 외국식 음식점업,201902,1.1355837581620694
9581,경기,포천시,기타 주점업,201902,0.24258234018503766
9582,경기,포천시,기타음식료품위주종합소매업,201902,9.434267806522595
9583,경기,포천시,마사지업,201902,0.06041925185201945
9584,경기,포천시,비알콜 음료점업,201902,0.6023610121483891
9585,경기,포천시,빵 및 과자류 소매업,201902,0.7222866019889621
9586,경기,포천시,서양식 음식점업,201902,1.4054175135743696
9587,경기,포천시,수산물 소매업,201902,0.1365316395719446
9588,경기,포천시,슈퍼마켓,201902,11.830516022831441
9589,경기,포천시,스포츠 및 레크레이션 용품 임대업,201902,3.434391122406825
9590,경기,포천시,여관업,201902,0.5587805675474947
9591,경기,포천시,여행사업,201902,0.015677457454450427
9592,경기,포천시,욕탕업,201902,0.04332595718249243
9593,경기,포천시,육류 소매업,201902,1.817352923058821
9594,경기,포천시,일반유흥 주점업,201902,1.2925427452648373
9595,경기,포천시,일식 음식점업,201902,0.6426036754847877
9596,경기,포천시,전시 및 행사 대행업,201902,0.010076248647472863
9597,경기,포천시,중식 음식점업,201902,1.3055529604302507
9598,경기,포천시,차량용 가스 충전업,201902,0.5398077465849515
9599,경기,포천시,차량용 주유소 운영업,201902,22.75307231228857
9600,경기,포천시,체인화 편의점,201902,9.385271196633528
9601,경기,포천시,피자 햄버거 샌드위치 및 유사 음식점업,201902,1.4623869026257044
9602,경기,포천시,한식 음식점업,201902,20.570609244090907
9603,경기,포천시,화장품 및 방향제 소매업,201902,0.45708934539572177
9604,경기,포천시,휴양콘도 운영업,201902,0.21206296999320426
9605,경기,하남시,건강보조식품 소매업,201902,0.0934280293533
9606,경기,하남시,골프장 운영업,201902,0.20419573827488946
9607,경기,하남시,과실 및 채소 소매업,201902,0.5858494882875414
9608,경기,하남시,관광 민예품 및 선물용품 소매업,201902,0.0014114966970858527
9609,경기,하남시,그외 기타 스포츠시설 운영업,201902,0.02048245856870867
9610,경기,하남시,그외 기타 종합 소매업,201902,0.007161570196214035
9611,경기,하남시,기타 대형 종합 소매업,201902,42.8218909875011
9612,경기,하남시,기타 수상오락 서비스업,201902,0.0026230979938846387
9613,경기,하남시,기타 외국식 음식점업,201902,0.7416356544180447
9614,경기,하남시,기타 주점업,201902,0.0608622701109328
9615,경기,하남시,기타음식료품위주종합소매업,201902,0.7181278471655984
9616,경기,하남시,마사지업,201902,0.039781536367717904
9617,경기,하남시,비알콜 음료점업,201902,0.7020329186066071
9618,경기,하남시,빵 및 과자류 소매업,201902,1.0268898946764704
9619,경기,하남시,서양식 음식점업,201902,1.2427955666446517
9620,경기,하남시,수산물 소매업,201902,1.0323480362295983
9621,경기,하남시,슈퍼마켓,201902,8.325681435006334
9622,경기,하남시,스포츠 및 레크레이션 용품 임대업,201902,1.1429034327189769
9623,경기,하남시,여관업,201902,0.17603024120338262
9624,경기,하남시,욕탕업,201902,0.41807252837121117
9625,경기,하남시,육류 소매업,201902,1.2561149169984194
9626,경기,하남시,일반유흥 주점업,201902,0.2078112581384346
9627,경기,하남시,일식 음식점업,201902,1.034736715711711
9628,경기,하남시,전시 및 행사 대행업,201902,0.20849579405744117
9629,경기,하남시,중식 음식점업,201902,1.2640263348201903
9630,경기,하남시,차량용 가스 충전업,201902,0.23901742293647288
9631,경기,하남시,차량용 주유소 운영업,201902,13.685448812843996
9632,경기,하남시,체인화 편의점,201902,5.656149329391369
9633,경기,하남시,피자 햄버거 샌드위치 및 유사 음식점업,201902,1.1640158110799126
9634,경기,하남시,한식 음식점업,201902,15.614450709121607
9635,경기,하남시,화장품 및 방향제 소매업,201902,0.30552866650820043
9636,경기,화성시,건강보조식품 소매업,201902,0.131431785095126
9637,경기,화성시,골프장 운영업,201902,0.7183143525703222
9638,경기,화성시,과실 및 채소 소매업,201902,0.9657041956793267
9639,경기,화성시,관광 민예품 및 선물용품 소매업,201902,0.0015896644623180746
9640,경기,화성시,그외 기타 스포츠시설 운영업,201902,0.005416682434308518
9641,경기,화성시,그외 기타 종합 소매업,201902,0.21424399114374507
9642,경기,화성시,기타 대형 종합 소매업,201902,12.426150346567313
9643,경기,화성시,기타 수상오락 서비스업,201902,0.0019918219096611853
9644,경기,화성시,기타 외국식 음식점업,201902,1.2081869297132504
9645,경기,화성시,기타 주점업,201902,0.049193282965315305
9646,경기,화성시,기타음식료품위주종합소매업,201902,4.402822027854381
9647,경기,화성시,내항 여객 운송업,201902,0.0
9648,경기,화성시,마사지업,201902,0.04162454473618383
9649,경기,화성시,버스 운송업,201902,0.0003959590233790001
9650,경기,화성시,비알콜 음료점업,201902,1.3651625605854374
9651,경기,화성시,빵 및 과자류 소매업,201902,1.5266864894967673
9652,경기,화성시,서양식 음식점업,201902,2.210510879442833
9653,경기,화성시,수산물 소매업,201902,0.21204136731102982
9654,경기,화성시,슈퍼마켓,201902,15.404652081426647
9655,경기,화성시,스포츠 및 레크레이션 용품 임대업,201902,1.3489836915426536
9656,경기,화성시,여관업,201902,0.3562368304656761
9657,경기,화성시,여행사업,201902,0.0
9658,경기,화성시,욕탕업,201902,0.4626859084795225
9659,경기,화성시,육류 소매업,201902,1.5204413553198288
9660,경기,화성시,일반유흥 주점업,201902,0.5729131109270753
9661,경기,화성시,일식 음식점업,201902,0.9405678620478036
9662,경기,화성시,자동차 임대업,201902,0.0
9663,경기,화성시,전시 및 행사 대행업,201902,0.074373964007457
9664,경기,화성시,중식 음식점업,201902,1.8337638119317674
9665,경기,화성시,차량용 가스 충전업,201902,0.4623817601418448
9666,경기,화성시,차량용 주유소 운영업,201902,15.898809527290798
9667,경기,화성시,체인화 편의점,201902,10.331185477966812
9668,경기,화성시,택시 운송업,201902,0.1661677992468966
9669,경기,화성시,피자 햄버거 샌드위치 및 유사 음식점업,201902,1.7653803785989404
9670,경기,화성시,한식 음식점업,201902,22.94865356989168
9671,경기,화성시,호텔업,201902,0.020502717524496804
9672,경기,화성시,화장품 및 방향제 소매업,201902,0.4064760576940052
9673,경기,화성시,휴양콘도 운영업,201902,0.004357214505398166
16097,경기,가평군,건강보조식품 소매업,201903,0.005263612760079768
16098,경기,가평군,골프장 운영업,201903,13.908598803142036
16099,경기,가평군,과실 및 채소 소매업,201903,0.2650654593391404
16100,경기,가평군,관광 민예품 및 선물용품 소매업,201903,0.03651491362604273
16101,경기,가평군,그외 기타 분류안된 오락관련 서비스업,201903,0.0
16102,경기,가평군,기타 수상오락 서비스업,201903,0.0
16103,경기,가평군,기타 외국식 음식점업,201903,0.6244855637466773
16104,경기,가평군,기타 주점업,201903,0.0657018330336198
16105,경기,가평군,기타음식료품위주종합소매업,201903,6.913870898531388
16106,경기,가평군,마사지업,201903,0.0
16107,경기,가평군,비알콜 음료점업,201903,0.5598300137388245
16108,경기,가평군,빵 및 과자류 소매업,201903,0.8283681135984872
16109,경기,가평군,서양식 음식점업,201903,0.789702622188789
16110,경기,가평군,수산물 소매업,201903,0.004386343966733141
16111,경기,가평군,슈퍼마켓,201903,11.33117657410222
16112,경기,가평군,스포츠 및 레크레이션 용품 임대업,201903,0.1892957536577921
16113,경기,가평군,여관업,201903,0.9389551617948722
16114,경기,가평군,욕탕업,201903,0.2479422924106227
16115,경기,가평군,육류 소매업,201903,1.0306243377644868
16116,경기,가평군,일반유흥 주점업,201903,1.2694172766193086
16117,경기,가평군,일식 음식점업,201903,0.14506666089127643
16118,경기,가평군,전시 및 행사 대행업,201903,0.8157106554645605
16119,경기,가평군,중식 음식점업,201903,0.831639616916518
16120,경기,가평군,차량용 가스 충전업,201903,0.3124675400047234
16121,경기,가평군,차량용 주유소 운영업,201903,17.825403164207522
16122,경기,가평군,체인화 편의점,201903,7.38075204377992
16123,경기,가평군,피자 햄버거 샌드위치 및 유사 음식점업,201903,0.7431398077790365
16124,경기,가평군,한식 음식점업,201903,32.54172613570713
16125,경기,가평군,호텔업,201903,0.0007335460335855847
16126,경기,가평군,화장품 및 방향제 소매업,201903,0.27655452609738385
16127,경기,가평군,휴양콘도 운영업,201903,0.11760672909722286
16128,경기,고양시 덕양구,건강보조식품 소매업,201903,0.07130901543336957
16129,경기,고양시 덕양구,골프장 운영업,201903,1.8001684991830795
16130,경기,고양시 덕양구,과실 및 채소 소매업,201903,0.358270751840194
16131,경기,고양시 덕양구,관광 민예품 및 선물용품 소매업,201903,0.0063893488762056215
16132,경기,고양시 덕양구,그외 기타 스포츠시설 운영업,201903,0.0
16133,경기,고양시 덕양구,그외 기타 종합 소매업,201903,2.861818094630761
16134,경기,고양시 덕양구,기타 대형 종합 소매업,201903,25.06855731092543
16135,경기,고양시 덕양구,기타 수상오락 서비스업,201903,0.0019021677082648012
16136,경기,고양시 덕양구,기타 외국식 음식점업,201903,1.1273768718844617
16137,경기,고양시 덕양구,기타 주점업,201903,0.1335335731767157
16138,경기,고양시 덕양구,기타음식료품위주종합소매업,201903,1.3767070139324271
16139,경기,고양시 덕양구,마사지업,201903,0.011835886959572734
16140,경기,고양시 덕양구,비알콜 음료점업,201903,1.0543364892751863
16141,경기,고양시 덕양구,빵 및 과자류 소매업,201903,1.3612427436603127
16142,경기,고양시 덕양구,서양식 음식점업,201903,1.68248339406302
16143,경기,고양시 덕양구,수산물 소매업,201903,0.16274727993984014
16144,경기,고양시 덕양구,슈퍼마켓,201903,8.90123731985533
16145,경기,고양시 덕양구,스포츠 및 레크레이션 용품 임대업,201903,0.6522412157667246
16146,경기,고양시 덕양구,여관업,201903,0.27399144410068665
16147,경기,고양시 덕양구,여행사업,201903,0.03351608046954634
16148,경기,고양시 덕양구,욕탕업,201903,0.33684507269703373
16149,경기,고양시 덕양구,육류 소매업,201903,1.2464041157382293
16150,경기,고양시 덕양구,일반유흥 주점업,201903,0.23783231782843428
16151,경기,고양시 덕양구,일식 음식점업,201903,0.7918492205595472
16152,경기,고양시 덕양구,전시 및 행사 대행업,201903,0.022324314970636108
16153,경기,고양시 덕양구,중식 음식점업,201903,1.3571286298275265
16154,경기,고양시 덕양구,차량용 가스 충전업,201903,0.4697862087725472
16155,경기,고양시 덕양구,차량용 주유소 운영업,201903,18.45648068082233
16156,경기,고양시 덕양구,체인화 편의점,201903,6.793851005980741
16157,경기,고양시 덕양구,피자 햄버거 샌드위치 및 유사 음식점업,201903,1.735962428709767
16158,경기,고양시 덕양구,한식 음식점업,201903,21.122549178513946
16159,경기,고양시 덕양구,화장품 및 방향제 소매업,201903,0.48932232389812924
16160,경기,고양시 일산동구,건강보조식품 소매업,201903,0.06157646893704315
16161,경기,고양시 일산동구,골프장 운영업,201903,0.37282675780072544
16162,경기,고양시 일산동구,과실 및 채소 소매업,201903,0.32987640305621324
16163,경기,고양시 일산동구,관광 민예품 및 선물용품 소매업,201903,0.004083178992937457
16164,경기,고양시 일산동구,그외 기타 스포츠시설 운영업,201903,0.01678392723655397
16165,경기,고양시 일산동구,그외 기타 종합 소매업,201903,0.0027099775663912383
16166,경기,고양시 일산동구,기타 대형 종합 소매업,201903,18.727751502632344
16167,경기,고양시 일산동구,기타 수상오락 서비스업,201903,0.0
16168,경기,고양시 일산동구,기타 외국식 음식점업,201903,1.3265380358917271
16169,경기,고양시 일산동구,기타 주점업,201903,0.20366079200599213
16170,경기,고양시 일산동구,기타음식료품위주종합소매업,201903,0.5636878475293164
16171,경기,고양시 일산동구,마사지업,201903,0.06968229080639823
16172,경기,고양시 일산동구,비알콜 음료점업,201903,1.7570014693466485
16173,경기,고양시 일산동구,빵 및 과자류 소매업,201903,1.679662941949159
16174,경기,고양시 일산동구,서양식 음식점업,201903,4.278966638559735
16175,경기,고양시 일산동구,수산물 소매업,201903,0.14331210231696928
16176,경기,고양시 일산동구,슈퍼마켓,201903,8.130861324795232
16177,경기,고양시 일산동구,스포츠 및 레크레이션 용품 임대업,201903,0.7917501423447598
16178,경기,고양시 일산동구,여관업,201903,0.2539926474100188
16179,경기,고양시 일산동구,욕탕업,201903,0.3869254160898758
16180,경기,고양시 일산동구,육류 소매업,201903,0.7822460756679361
16181,경기,고양시 일산동구,일반유흥 주점업,201903,0.2846458413052504
16182,경기,고양시 일산동구,일식 음식점업,201903,1.8763012694558336
16183,경기,고양시 일산동구,전시 및 행사 대행업,201903,0.022845708673847196
16184,경기,고양시 일산동구,중식 음식점업,201903,1.8982108004383265
16185,경기,고양시 일산동구,차량용 가스 충전업,201903,0.24162244868006286
16186,경기,고양시 일산동구,차량용 주유소 운영업,201903,12.26264978313022
16187,경기,고양시 일산동구,체인화 편의점,201903,10.596876384848352
16188,경기,고양시 일산동구,피자 햄버거 샌드위치 및 유사 음식점업,201903,1.9377652862796548
16189,경기,고양시 일산동구,한식 음식점업,201903,29.879313125770285
16190,경기,고양시 일산동구,호텔업,201903,0.1475446887495597
16191,경기,고양시 일산동구,화장품 및 방향제 소매업,201903,0.9647818393295556
16192,경기,고양시 일산동구,휴양콘도 운영업,201903,0.0035468824030708856
16193,경기,고양시 일산서구,건강보조식품 소매업,201903,0.10594812916324915
16194,경기,고양시 일산서구,과실 및 채소 소매업,201903,0.455676280121174
16195,경기,고양시 일산서구,관광 민예품 및 선물용품 소매업,201903,0.0
16196,경기,고양시 일산서구,그외 기타 스포츠시설 운영업,201903,0.0022095653340437134
16197,경기,고양시 일산서구,그외 기타 종합 소매업,201903,10.159755739580643
16198,경기,고양시 일산서구,기타 대형 종합 소매업,201903,18.28171822992986
16199,경기,고양시 일산서구,기타 수상오락 서비스업,201903,0.0
16200,경기,고양시 일산서구,기타 외국식 음식점업,201903,1.009521539338152
16201,경기,고양시 일산서구,기타 주점업,201903,0.02700638586514194
16202,경기,고양시 일산서구,기타음식료품위주종합소매업,201903,1.3831582972791383
16203,경기,고양시 일산서구,마사지업,201903,0.008092929489045275
16204,경기,고양시 일산서구,비알콜 음료점업,201903,1.4438091213049533
16205,경기,고양시 일산서구,빵 및 과자류 소매업,201903,1.7888811154953208
16206,경기,고양시 일산서구,서양식 음식점업,201903,2.364513973414047
16207,경기,고양시 일산서구,수산물 소매업,201903,0.04512429300015349
16208,경기,고양시 일산서구,슈퍼마켓,201903,14.035513145479925
16209,경기,고양시 일산서구,스포츠 및 레크레이션 용품 임대업,201903,2.727425934678985
16210,경기,고양시 일산서구,여관업,201903,0.4341822311603242
16211,경기,고양시 일산서구,욕탕업,201903,0.41406419165427083
16212,경기,고양시 일산서구,육류 소매업,201903,1.126020459264372
16213,경기,고양시 일산서구,일반유흥 주점업,201903,0.2731191906205038
16214,경기,고양시 일산서구,일식 음식점업,201903,0.764885443127571
16215,경기,고양시 일산서구,자동차 임대업,201903,0.0017179634774263323
16216,경기,고양시 일산서구,전시 및 행사 대행업,201903,0.561197561435801
16217,경기,고양시 일산서구,중식 음식점업,201903,1.3590733532387123
16218,경기,고양시 일산서구,차량용 가스 충전업,201903,0.1511898304304707
16219,경기,고양시 일산서구,차량용 주유소 운영업,201903,10.503393128546529
16220,경기,고양시 일산서구,체인화 편의점,201903,7.5914579058198735
16221,경기,고양시 일산서구,피자 햄버거 샌드위치 및 유사 음식점업,201903,2.1472114531774147
16222,경기,고양시 일산서구,한식 음식점업,201903,20.327814068913113
16223,경기,고양시 일산서구,화장품 및 방향제 소매업,201903,0.5063185396597841
16224,경기,과천시,건강보조식품 소매업,201903,0.3768950210404422
16225,경기,과천시,과실 및 채소 소매업,201903,0.6202749793255645
16226,경기,과천시,관광 민예품 및 선물용품 소매업,201903,0.005919020734480648
16227,경기,과천시,기타 대형 종합 소매업,201903,18.40218299218139
16228,경기,과천시,기타 외국식 음식점업,201903,1.6587145358977171
16229,경기,과천시,기타 주점업,201903,0.024603929431435776
16230,경기,과천시,기타음식료품위주종합소매업,201903,2.6403759660611312
16231,경기,과천시,마사지업,201903,0.0
16232,경기,과천시,비알콜 음료점업,201903,1.3512602823100552
16233,경기,과천시,빵 및 과자류 소매업,201903,2.339286579445436
16234,경기,과천시,서양식 음식점업,201903,3.4359237075878695
16235,경기,과천시,수산물 소매업,201903,0.0
